product_key,product_code,product_name,category_key,brand_key,unit,color,size,storage,weight_gram,cost_price,selling_price,tax_percent,status,is_active
280,PRD000280,Nestle KitKat,8,31,pack,,,,1471,6400,7400,11,Active,True
281,PRD000281,Olympic Kitchen Cabinet White,5,22,pcs,White,Medium,,49082,4927300,5989900,11,Active,True
282,PRD000282,vivo X200 White 1TB,3,15,pcs,White,,1TB,214,15063500,16958800,11,Active,True
283,PRD000283,Pampers Pants,20,62,pack,,,,2873,69400,84700,11,Active,True
284,PRD000284,Royal Canin Indoor,19,61,pcs,,,,3968,82600,99400,11,Active,True
285,PRD000285,LG Smart TV 55 Green,1,2,pcs,Green,,,3733,3539600,4556200,11,Discontinued,False
286,PRD000286,Deli Stapler,24,75,pcs,,,,2172,342100,467000,11,Active,True
287,PRD000287,Yamaha PSR-E373,22,68,pcs,,,,3174,7077500,8798200,11,Active,True
288,PRD000288,Deli Calculator,24,75,pcs,,,,536,29700,38000,11,Active,True
289,PRD000289,Emina Bright Stuff,10,37,bottle,,,,443,240500,344900,11,Active,True
290,PRD000290,GarudaFood Gery,7,28,pack,,,,440,7100,7800,0,Active,True
291,PRD000291,Sony Bravia X90L Red,1,3,pcs,Red,,,2764,3843400,4544400,11,Active,True
292,PRD000292,Whiskas Wet Food,19,60,pack,,,,572,346800,483600,11,Active,True
293,PRD000293,IKEA LACK Table Purple,5,20,pcs,Purple,Large,,51325,1479000,1920300,11,Active,True
294,PRD000294,Emina Bright Stuff,10,37,bottle,,,,485,459700,703100,11,Active,True
295,PRD000295,Indofood Indomie Soto,7,26,pack,,,,530,28200,32300,0,Active,True
296,PRD000296,H&M Basic Hoodie Blue,12,43,pcs,Blue,XS,,321,602800,853800,11,Active,True
297,PRD000297,Electrolux Vacuum Cleaner,4,17,pcs,,,,13043,1379400,1597800,11,Active,True
298,PRD000298,Bosch Spark Plug,18,57,pcs,,,,2963,94700,115500,11,Active,True
299,PRD000299,Tupperware Lunch Box,6,23,set,,,,988,466700,594600,11,Active,True
300,PRD000300,Yamaha P-145,22,68,pcs,,,,11972,3996300,5164800,11,Active,True
301,PRD000301,Blackmores Fish Oil,9,32,box,,,,263,68200,85600,11,Active,True
302,PRD000302,Olympic Shoe Rack Pink,5,22,pcs,Pink,Large,,40538,5230100,6833800,11,Active,True
303,PRD000303,UGREEN USB Hub Red,23,73,pcs,Red,,,754,1120200,1535700,11,Active,True
304,PRD000304,MamyPoko Pants Standard,20,63,pack,,,,111,701000,856500,11,Active,True
305,PRD000305,Nestle Milo,8,31,bottle,,,,1549,26700,32100,11,Active,True
306,PRD000306,Anker Nano Charger Gray,23,71,pcs,Gray,,,856,1324300,2033500,11,Active,True
307,PRD000307,Zara Midi Dress Gray,12,42,pcs,Gray,XS,,210,1492500,2255800,11,Active,True
308,PRD000308,L'Oreal Infallible Foundation,10,38,pcs,,,,288,387300,590900,11,Active,True
309,PRD000309,Make Over Eyeliner,10,36,pcs,,,,324,468700,658000,11,Active,True
310,PRD000310,Coca-Cola Sprite 390ml,8,29,bottle,,,,836,16600,20500,11,Active,True
311,PRD000311,Zara Midi Dress Green,12,42,pcs,Green,L,,266,903200,1355300,11,Active,True
312,PRD000312,Acer Predator Helios Gold 512GB,2,10,pcs,Gold,,512GB,1764,19709800,23087800,11,Active,True
313,PRD000313,MamyPoko Pants Standard,20,63,pack,,,,927,914000,1172500,11,Active,True
314,PRD000314,Lenovo ThinkPad X1 Purple 64GB,2,8,pcs,Purple,,64GB,2572,11522700,13744700,11,Active,True
315,PRD000315,Bosch Battery,18,57,pcs,,,,2998,1468400,1766800,11,Active,True
316,PRD000316,Informa Wardrobe Purple,5,21,pcs,Purple,Large,,18669,4375000,5534700,11,Active,True
317,PRD000317,Maspion Pressure Cooker,6,25,set,,,,1058,93100,126600,11,Active,True
318,PRD000318,OPPO A5 Pro Purple 64GB,3,14,pcs,Purple,,64GB,282,5287500,5829800,11,Active,True
319,PRD000319,Emina Sun Protection,10,37,pcs,,,,116,354700,507100,11,Active,True
320,PRD000320,Acer Swift Go Gray 1TB,2,10,pcs,Gray,,1TB,2441,10263400,12005600,11,Active,True
321,PRD000321,IKEA MALM Bed Blue,5,20,pcs,Blue,Large,,56886,1316600,1652800,11,Active,True
322,PRD000322,Kalbe Promag,9,34,box,,,,204,269700,367500,11,Active,True
323,PRD000323,Yamaha PSR-E373,22,68,pcs,,,,12598,5349200,6171100,11,Active,True
324,PRD000324,Pepsi Pepsi Cola,8,30,bottle,,,,636,5700,6800,11,Active,True
325,PRD000325,Razer Kraken Purple 1TB,21,65,pcs,Purple,,1TB,2494,6850900,8211800,11,Active,True
326,PRD000326,Baseus USB-C Hub White,23,72,pcs,White,,,185,1992600,2672600,11,Active,True
327,PRD000327,Adidas Ultraboost Black,11,40,pcs,Black,XXL,,589,715700,1088100,11,Active,True
328,PRD000328,UGREEN USB Hub Pink,23,73,pcs,Pink,,,499,560100,747300,11,Active,True
329,PRD000329,Electrolux Vacuum Cleaner,4,17,pcs,,,,4432,3536000,4271400,11,Active,True
330,PRD000330,Nike Air Max Silver,11,39,pcs,Silver,XXL,,265,556600,822800,11,Active,True
331,PRD000331,Electrolux Vacuum Cleaner,4,17,pcs,,,,12656,5527300,6618700,11,Active,True
332,PRD000332,Whiskas Kitten Ocean Fish,19,60,pack,,,,3945,455600,632700,11,Active,True
333,PRD000333,Maspion Cooking Pot,6,25,set,,,,3348,102300,145900,11,Active,True
334,PRD000334,Nestle KitKat,8,31,box,,,,1907,35200,43100,11,Active,True
335,PRD000335,Bantex Lever Arch File,24,74,pcs,,,,2091,152800,207100,11,Active,True
336,PRD000336,Nestle KitKat,8,31,box,,,,446,20400,24700,11,Active,True
337,PRD000337,Roland FP-30X,22,69,pcs,,,,6424,6424100,7559500,11,Active,True
338,PRD000338,Erlangga Math Book,16,54,pcs,,,,484,118200,144900,0,Active,True
339,PRD000339,HP Pavilion 15 Green 128GB,2,7,pcs,Green,,128GB,1166,15827700,17895600,11,Active,True
340,PRD000340,Kalbe Fatigon,9,34,bottle,,,,153,283600,356600,11,Active,True
341,PRD000341,Roland FP-30X,22,69,pcs,,,,13198,942000,1181500,11,Active,True
342,PRD000342,Maspion Pressure Cooker,6,25,set,,,,1106,293000,405800,11,Active,True
343,PRD000343,Electrolux Vacuum Cleaner,4,17,pcs,,,,3497,5437800,6344300,11,Active,True
344,PRD000344,Nike Mercurial Gold,11,39,pcs,Gold,S,,953,444500,622800,11,Active,True
345,PRD000345,Erlangga Math Book,16,54,pcs,,,,843,65000,86500,0,Active,True
346,PRD000346,Erlangga Math Book,16,54,pcs,,,,1432,107900,140700,0,Active,True
347,PRD000347,Adidas Superstar Red,14,48,pcs,Red,XXL,,2837,3460100,4327700,11,Discontinued,False
348,PRD000348,Casio PX-S1100,22,70,pcs,,,,1319,1654900,1918200,11,Active,True
349,PRD000349,Joyko Ballpoint,17,56,box,,,,285,52600,74800,11,Active,True
350,PRD000350,LEGO Technic,25,76,box,,,,158,1168300,1722200,11,Active,True
351,PRD000351,UGREEN HDMI Cable Green,23,73,pcs,Green,,,820,307400,447500,11,Active,True
352,PRD000352,TCL Smart AC,4,19,pcs,,,,3954,1659900,1923500,11,Active,True
353,PRD000353,Midea Microwave Oven,4,18,pcs,,,,11063,5986000,6984300,11,Active,True
354,PRD000354,Yamaha F310,22,68,pcs,,,,8752,4889300,5689600,11,Active,True
355,PRD000355,Logitech G Pro X Red 1TB,21,66,pcs,Red,,1TB,1342,3370000,4135800,11,Active,True
356,PRD000356,Indofood Indomie Goreng,7,26,pack,,,,180,82400,95200,0,Active,True
357,PRD000357,Bosch Battery,18,57,pcs,,,,5201,3145500,4136000,11,Active,True
358,PRD000358,GarudaFood Kacang Garuda,7,28,pack,,,,622,52200,62400,0,Active,True
359,PRD000359,Olympic TV Cabinet Gold,5,22,pcs,Gold,Small,,36948,3180300,3997600,11,Active,True
360,PRD000360,Nike Air Max Silver,14,47,pcs,Silver,XS,,1786,2586300,3478600,11,Active,True
361,PRD000361,Bosch Spark Plug,18,57,pcs,,,,5043,3606200,4471600,11,Active,True
362,PRD000362,Adidas Stan Smith Blue,11,40,pcs,Blue,XXL,,231,1399300,2101700,11,Active,True
363,PRD000363,Casio CT-X700,22,70,pcs,,,,8406,6157300,7299700,11,Active,True
364,PRD000364,Informa Office Desk Gray,5,21,pcs,Gray,Medium,,12614,4238400,5324700,11,Discontinued,False
365,PRD000365,vivo Y300 Black 1TB,3,15,pcs,Black,,1TB,205,3278200,3715400,11,Active,True
366,PRD000366,IKEA LACK Table Black,5,20,pcs,Black,Medium,,24129,2214800,2685900,11,Active,True
367,PRD000367,Eiger Daypack Gold,15,50,pcs,Gold,30L,,1422,2135800,2815500,11,Active,True
368,PRD000368,HP Pavilion 15 Black 512GB,2,7,pcs,Black,,512GB,3290,19535100,22997000,11,Active,True
369,PRD000369,Anker PowerCore 10000 Red,23,71,pcs,Red,,,414,442600,588400,11,Active,True
370,PRD000370,SteelSeries Apex Pro Gray 256GB,21,67,pcs,Gray,,256GB,1462,9972900,12476400,11,Active,True
371,PRD000371,IKEA MALM Bed Red,5,20,pcs,Red,Large,,7628,3330900,4257300,11,Active,True
372,PRD000372,Consina Sleeping Bag White,15,51,pcs,White,50L,,2681,2904700,4069400,11,Active,True
373,PRD000373,Baseus USB-C Hub Blue,23,72,pcs,Blue,,,521,294100,427900,11,Active,True
374,PRD000374,Anker Soundcore R50i Blue,23,71,pcs,Blue,,,71,1736900,2386500,11,Active,True
375,PRD000375,Erlangga Math Book,16,54,pcs,,,,803,181800,232200,0,Active,True
376,PRD000376,Zara Leather Jacket Purple,12,42,pcs,Purple,S,,532,823000,1287000,11,Discontinued,False
377,PRD000377,Adidas Predator Red,11,40,pcs,Red,XXL,,725,1686400,2430100,11,Active,True
378,PRD000378,Electrolux Refrigerator Ultimate,4,17,pcs,,,,7635,2567100,2982900,11,Active,True
379,PRD000379,Bantex Binder,24,74,pcs,,,,1000,44200,56200,11,Active,True
380,PRD000380,Make Over Lip Cream,10,36,pcs,,,,362,493500,747700,11,Active,True
381,PRD000381,LG DualCool AC Gold,1,2,pcs,Gold,,,4206,762700,990200,11,Active,True
382,PRD000382,Joyko Stapler,17,56,box,,,,205,26700,34600,11,Active,True
383,PRD000383,ASUS TUF A15 Blue 64GB,2,9,pcs,Blue,,64GB,2216,5542000,6519700,11,Active,True
384,PRD000384,Erlangga English Book,16,54,pcs,,,,353,80900,107600,0,Active,True
385,PRD000385,vivo V50 Red 128GB,3,15,pcs,Red,,128GB,152,4288900,4978500,11,Active,True
386,PRD000386,Faber Castell 2B Pencil,17,55,pcs,,,,135,6200,8900,11,Active,True
387,PRD000387,Deli Calculator,24,75,pcs,,,,737,246700,331100,11,Active,True
388,PRD000388,SteelSeries Apex Pro Green 128GB,21,67,pcs,Green,,128GB,2732,10861800,13306500,11,Active,True
389,PRD000389,Deli Calculator,24,75,pcs,,,,1577,43200,54400,11,Active,True
390,PRD000390,LEGO Technic,25,76,box,,,,1473,941300,1228100,11,Active,True
391,PRD000391,Wardah Lightening Serum,10,35,pcs,,,,468,397300,583100,11,Active,True
392,PRD000392,Adidas Duramo Blue,14,48,pcs,Blue,XL,,1962,422500,533900,11,Active,True
393,PRD000393,Cussons Baby Baby Oil,20,64,pack,,,,2429,1138100,1390800,11,Active,True
394,PRD000394,Bosch Battery,18,57,pcs,,,,1682,3042300,3655800,11,Active,True
395,PRD000395,Entrasol Platinum,9,33,bottle,,,,449,96000,118100,11,Active,True
396,PRD000396,Emina Bright Stuff,10,37,pcs,,,,323,186500,257700,11,Active,True
397,PRD000397,Olympic Shoe Rack Pink,5,22,pcs,Pink,Small,,44978,5202900,6280300,11,Active,True
398,PRD000398,Lenovo IdeaPad Slim 5 Blue 64GB,2,8,pcs,Blue,,64GB,3264,9364700,10661700,11,Active,True
399,PRD000399,Casio PX-S1100,22,70,pcs,,,,4401,297500,382400,11,Active,True
400,PRD000400,Olympic Kitchen Cabinet White,5,22,pcs,White,Small,,44784,3335900,4166000,11,Active,True
401,PRD000401,IKEA MALM Bed Pink,5,20,pcs,Pink,Large,,59606,375000,466900,11,Active,True
402,PRD000402,Wardah Perfect Bright,10,35,pcs,,,,205,216100,330300,11,Active,True
403,PRD000403,vivo V50 Purple 256GB,3,15,pcs,Purple,,256GB,173,13148900,14359400,11,Active,True
404,PRD000404,Nike Mercurial Black,11,39,pcs,Black,XL,,422,1104200,1600200,11,Active,True
405,PRD000405,Whiskas Kitten Ocean Fish,19,60,pcs,,,,2010,339300,467500,11,Active,True
406,PRD000406,Pepsi Mirinda,8,30,bottle,,,,1461,9900,11900,11,Active,True
407,PRD000407,GarudaFood Gery,7,28,kg,,,,197,29500,34100,0,Active,True
408,PRD000408,Anker PowerCore 10000 Silver,23,71,pcs,Silver,,,76,698300,1024300,11,Active,True
409,PRD000409,HP Victus 16 Gold 64GB,2,7,pcs,Gold,,64GB,2579,7379000,8394900,11,Active,True
410,PRD000410,Uniqlo Oxford Shirt Green,11,41,pcs,Green,M,,168,1271000,1966700,11,Active,True
411,PRD000411,Anker PowerCore 10000 Black,23,71,pcs,Black,,,200,228200,361800,11,Active,True
412,PRD000412,Mothercare Baby Blanket Gold,13,46,pcs,Gold,XL,,286,929600,1315700,11,Active,True
413,PRD000413,Make Over Eyeliner,10,36,pcs,,,,225,224500,322000,11,Active,True
414,PRD000414,Nestle KitKat,8,31,bottle,,,,1230,16000,19000,11,Active,True
415,PRD000415,Uniqlo AIRism T-Shirt Gray,11,41,pcs,Gray,XXL,,297,233300,318600,11,Active,True
416,PRD000416,ASUS Zenbook 14 Green 128GB,2,9,pcs,Green,,128GB,1486,13503000,15645200,11,Active,True
417,PRD000417,Logitech G Pro X Purple 512GB,21,66,pcs,Purple,,512GB,1924,499100,636800,11,Active,True
418,PRD000418,Dell Alienware M18 Gray 256GB,2,6,pcs,Gray,,256GB,2086,18507900,21545300,11,Active,True
419,PRD000419,IKEA BILLY Bookcase Blue,5,20,pcs,Blue,Large,,40351,2617300,3255300,11,Active,True
420,PRD000420,Nike Air Max Red,11,39,pcs,Red,L,,365,1818000,2655300,11,Active,True
421,PRD000421,L'Oreal Infallible Foundation,10,38,pcs,,,,82,80300,122800,11,Active,True
422,PRD000422,Nike Court Vision Blue,11,39,pcs,Blue,XL,,208,1393200,2175200,11,Active,True
423,PRD000423,Adidas Duramo Gray,11,40,pcs,Gray,M,,666,531100,756700,11,Active,True
424,PRD000424,Consina Carrier 60L Red,15,51,pcs,Red,50L,,944,1112500,1530800,11,Active,True
425,PRD000425,Dell Inspiron 15 Pink 1TB,2,6,pcs,Pink,,1TB,2100,17542900,20067400,11,Active,True
426,PRD000426,Shell Helix HX7,18,58,pcs,,,,2863,2121800,2855000,11,Active,True
427,PRD000427,Lenovo IdeaPad Slim 5 White 64GB,2,8,pcs,White,,64GB,3092,19235300,22329400,11,Active,True
428,PRD000428,Deli Calculator,24,75,pcs,,,,3530,246900,337500,11,Active,True
429,PRD000429,SteelSeries Rival 3 Black 256GB,21,67,pcs,Black,,256GB,1279,1107200,1431800,11,Active,True
430,PRD000430,Xiaomi Redmi Note 14 Black 1TB,3,13,pcs,Black,,1TB,294,6279200,6967800,11,Active,True
431,PRD000431,HP Pavilion 15 Red 1TB,2,7,pcs,Red,,1TB,2224,14124600,16884200,11,Active,True
432,PRD000432,Uniqlo Ultra Light Down Pink,11,41,pcs,Pink,L,,869,846700,1205700,11,Active,True
433,PRD000433,IKEA MALM Bed Pink,5,20,pcs,Pink,Small,,54865,1749300,2353300,11,Active,True
434,PRD000434,Electrolux Vacuum Cleaner,4,17,pcs,,,,5378,4091900,4897100,11,Active,True
435,PRD000435,Maspion Frying Pan,6,25,pcs,,,,431,461000,616200,11,Active,True
436,PRD000436,Gramedia Novel,16,53,pcs,,,,693,55500,67500,0,Discontinued,False
437,PRD000437,GarudaFood Gery,7,28,kg,,,,863,60200,71800,0,Active,True
438,PRD000438,Whiskas Adult Tuna,19,60,kg,,,,309,459800,565900,11,Active,True
439,PRD000439,Maspion Cooking Pot,6,25,set,,,,3563,295300,421700,11,Active,True
440,PRD000440,Olympic TV Cabinet Green,5,22,pcs,Green,Large,,22686,3991100,5113500,11,Active,True
441,PRD000441,Apple AirPods Pro Red 256GB,3,11,pcs,Red,,256GB,288,12390000,14338400,11,Active,True
442,PRD000442,ASUS ROG Strix G16 Gold 128GB,2,9,pcs,Gold,,128GB,2038,17714200,20819600,11,Active,True
443,PRD000443,Castrol Power1,18,59,pcs,,,,4262,235600,293800,11,Active,True
444,PRD000444,Adidas Ultraboost Silver,14,48,pcs,Silver,S,,1954,2615500,3636900,11,Active,True
445,PRD000445,Indofood Indomie Goreng,7,26,pack,,,,946,19700,22800,0,Active,True
446,PRD000446,Mayora Kopiko,7,27,pack,,,,489,48200,55900,0,Active,True
447,PRD000447,Informa Wardrobe Purple,5,21,pcs,Purple,Medium,,50758,569500,764000,11,Active,True
448,PRD000448,Carter's Baby Set Black,13,45,pcs,Black,XXL,,382,705900,968900,11,Active,True
449,PRD000449,Sony Bravia X90L Silver,1,3,pcs,Silver,,,3241,1730000,2083900,11,Active,True
450,PRD000450,Mattel Barbie,25,77,box,,,,4122,171600,259900,11,Active,True
451,PRD000451,Eiger Carrier 45L Gold,15,50,pcs,Gold,50L,,5389,1755000,2296200,11,Active,True
452,PRD000452,Gramedia Dictionary,16,53,pcs,,,,414,168600,206400,0,Active,True
453,PRD000453,Pepsi Mirinda,8,30,box,,,,294,15600,18100,11,Active,True
454,PRD000454,Blackmores Multivitamin,9,32,bottle,,,,496,96600,120000,11,Active,True
455,PRD000455,Eiger Daypack Black,15,50,pcs,Black,50L,,5146,724200,959500,11,Active,True
456,PRD000456,Casio WK-6600,22,70,pcs,,,,6851,3307600,3824900,11,Active,True
457,PRD000457,Indofood Supermi,7,26,pcs,,,,453,26000,31200,0,Active,True
458,PRD000458,Indofood Supermi,7,26,pack,,,,693,79300,89800,0,Active,True
459,PRD000459,Erlangga Science Book,16,54,pcs,,,,738,157400,203900,0,Discontinued,False
460,PRD000460,Tupperware Eco Bottle,6,23,set,,,,4793,516400,698400,11,Active,True
461,PRD000461,Lenovo Yoga 7 Red 64GB,2,8,pcs,Red,,64GB,1125,9060300,10183800,11,Active,True
462,PRD000462,Midea Microwave Oven,4,18,pcs,,,,3057,4027700,4891100,11,Active,True
463,PRD000463,LG NeoChef Microwave Silver,1,2,pcs,Silver,,,1813,5604000,6647400,11,Active,True
464,PRD000464,Samsung Galaxy S25 Purple 256GB,3,12,pcs,Purple,,256GB,266,4210200,4947000,11,Active,True
465,PRD000465,Baseus USB-C Hub Purple,23,72,pcs,Purple,,,264,1785400,2389900,11,Active,True
466,PRD000466,Faber Castell Color Pencil,17,55,pcs,,,,33,22900,28800,11,Active,True
467,PRD000467,Anker PowerCore 10000 Red,23,71,pcs,Red,,,558,1061200,1671400,11,Active,True
468,PRD000468,Apple MacBook Air M4 Gold 512GB,3,11,pcs,Gold,,512GB,199,6245600,6749700,11,Active,True
469,PRD000469,Erlangga English Book,16,54,pcs,,,,871,120300,154300,0,Active,True
470,PRD000470,The North Face Borealis Black,15,52,pcs,Black,20L,,2435,948300,1340800,11,Active,True
471,PRD000471,Olympic Kitchen Cabinet White,5,22,pcs,White,Medium,,45188,1559900,2021500,11,Active,True
472,PRD000472,Make Over Powerstay Foundation,10,36,bottle,,,,163,126400,182600,11,Active,True
473,PRD000473,Roland GO Keys,22,69,pcs,,,,14423,5968100,7127200,11,Active,True
474,PRD000474,Olympic Shoe Rack Blue,5,22,pcs,Blue,Small,,20696,2032000,2492700,11,Active,True
475,PRD000475,Yamaha P-145,22,68,pcs,,,,825,1167100,1379100,11,Active,True
476,PRD000476,Blackmores Multivitamin,9,32,box,,,,457,119100,143800,11,Active,True
477,PRD000477,Faber Castell Marker,17,55,box,,,,65,30600,43100,11,Active,True
478,PRD000478,Erlangga Science Book,16,54,pcs,,,,1247,139400,185600,0,Active,True
479,PRD000479,Shell Helix HX7,18,58,pcs,,,,4383,1700900,2286800,11,Active,True
480,PRD000480,Yamaha PSR-E373,22,68,pcs,,,,2647,8093600,10143100,11,Active,True
481,PRD000481,Tupperware Lunch Box,6,23,set,,,,1486,507500,729200,11,Active,True
482,PRD000482,IKEA MALM Bed Black,5,20,pcs,Black,Large,,10240,2748300,3590800,11,Active,True
483,PRD000483,Kalbe Fatigon,9,34,box,,,,242,130600,167500,11,Active,True
484,PRD000484,Shell Helix HX7,18,58,pcs,,,,5367,324100,406600,11,Active,True
485,PRD000485,Gramedia Dictionary,16,53,pcs,,,,406,142500,174900,0,Active,True
486,PRD000486,Adidas Superstar Purple,11,40,pcs,Purple,M,,954,853200,1176800,11,Active,True
487,PRD000487,Sony Alpha A7 IV Purple,1,3,pcs,Purple,,,3191,5880400,7340900,11,Active,True
488,PRD000488,LEGO City,25,76,pcs,,,,2948,804600,1175200,11,Active,True
489,PRD000489,Coca-Cola Sprite 390ml,8,29,box,,,,1532,30400,37300,11,Discontinued,False
490,PRD000490,Deli Calculator,24,75,pcs,,,,3925,10000,12600,11,Active,True
491,PRD000491,L'Oreal Infallible Foundation,10,38,pcs,,,,188,503200,656500,11,Active,True
492,PRD000492,Samsung Galaxy A36 Gray 512GB,3,12,pcs,Gray,,512GB,277,2635400,2977700,11,Active,True
493,PRD000493,The North Face Summit Jacket Red,15,52,pcs,Red,50L,,5501,2206500,3075600,11,Active,True
494,PRD000494,Apple iPad Air Blue 1TB,3,11,pcs,Blue,,1TB,171,5605200,6480400,11,Active,True
495,PRD000495,The North Face Base Camp Duffel Blue,15,52,pcs,Blue,20L,,4349,777200,1086900,11,Active,True
496,PRD000496,Coca-Cola Fanta Orange,8,29,pack,,,,997,3000,3600,11,Active,True
497,PRD000497,Whiskas Wet Food,19,60,pcs,,,,3960,259500,342700,11,Active,True
498,PRD000498,Joyko Stapler,17,56,pcs,,,,299,39800,55700,11,Active,True
499,PRD000499,Carter's Baby Pajamas Purple,13,45,pcs,Purple,M,,108,555200,792600,11,Active,True
500,PRD000500,Royal Canin Mini Adult,19,61,kg,,,,4180,402800,493700,11,Active,True
501,PRD000501,Mayora Beng Beng,7,27,box,,,,127,79500,92500,0,Active,True
502,PRD000502,Samsung Galaxy S25 Silver,1,1,pcs,Silver,,,2567,8440400,9824900,11,Active,True
503,PRD000503,Roland GO Keys,22,69,pcs,,,,4397,8830800,10231100,11,Active,True
504,PRD000504,Whiskas Kitten Ocean Fish,19,60,kg,,,,4937,686500,855700,11,Active,True
505,PRD000505,Electrolux Vacuum Cleaner,4,17,pcs,,,,6032,6455300,7658200,11,Active,True
506,PRD000506,SteelSeries Arctis Nova White 128GB,21,67,pcs,White,,128GB,1972,3950300,4696600,11,Active,True
507,PRD000507,Eiger Carrier 45L Black,15,50,pcs,Black,50L,,4321,1504300,2101300,11,Active,True
508,PRD000508,UGREEN 65W Charger White,23,73,pcs,White,,,257,549700,763500,11,Active,True
509,PRD000509,Tupperware Eco Bottle,6,23,set,,,,2061,243400,322700,11,Discontinued,False
510,PRD000510,Mothercare Baby Shoes Gold,13,46,pcs,Gold,S,,289,239700,333600,11,Active,True
511,PRD000511,Carter's Baby Romper Green,13,45,pcs,Green,L,,361,158800,208500,11,Active,True
512,PRD000512,Pepsi Pepsi Cola,8,30,box,,,,1844,12600,15600,11,Active,True
513,PRD000513,Electrolux Refrigerator Ultimate,4,17,pcs,,,,14638,4799100,5659500,11,Active,True
514,PRD000514,Uniqlo AIRism T-Shirt Blue,11,41,pcs,Blue,M,,245,886100,1281100,11,Active,True
515,PRD000515,Carter's Baby Romper Gold,13,45,pcs,Gold,S,,290,131300,182200,11,Active,True
516,PRD000516,Sharp Plasmacluster AC Green,1,5,pcs,Green,,,1041,746600,941800,11,Active,True
517,PRD000517,Eiger Adventure Jacket Purple,15,50,pcs,Purple,30L,,3257,1375500,1917500,11,Active,True
518,PRD000518,Deli Calculator,24,75,pcs,,,,2122,168000,242000,11,Discontinued,False
519,PRD000519,Apple iPhone 16 Purple 256GB,3,11,pcs,Purple,,256GB,231,2683100,2950000,11,Active,True
520,PRD000520,Royal Canin Mini Adult,19,61,pack,,,,1454,349800,427700,11,Active,True
521,PRD000521,Casio WK-6600,22,70,pcs,,,,1697,8248800,10567100,11,Active,True
522,PRD000522,Tupperware Lunch Box,6,23,set,,,,545,339400,458000,11,Active,True
523,PRD000523,The North Face Borealis Gray,15,52,pcs,Gray,30L,,1272,2286500,3218200,11,Active,True
524,PRD000524,ASUS ROG Strix G16 Gray 256GB,2,9,pcs,Gray,,256GB,1907,12220400,14546700,11,Active,True
525,PRD000525,Mayora Roma Biscuit,7,27,kg,,,,464,14100,16500,0,Active,True
526,PRD000526,Consina Sleeping Bag Silver,15,51,pcs,Silver,50L,,3563,2232800,2879400,11,Active,True
527,PRD000527,Dell Inspiron 15 Silver 512GB,2,6,pcs,Silver,,512GB,1351,18346200,20621600,11,Discontinued,False
528,PRD000528,Carter's Baby Romper Gold,13,45,pcs,Gold,L,,294,750000,1011400,11,Active,True
529,PRD000529,Coca-Cola Sprite 390ml,8,29,pack,,,,272,9700,11400,11,Active,True
530,PRD000530,UGREEN HDMI Cable Gray,23,73,pcs,Gray,,,785,1276800,2024900,11,Active,True
531,PRD000531,Uniqlo AIRism T-Shirt Gray,12,44,pcs,Gray,XL,,140,235500,376200,11,Discontinued,False
532,PRD000532,Hasbro Monopoly,25,78,box,,,,410,18500,26000,11,Active,True
533,PRD000533,Bosch Brake Pad,18,57,pcs,,,,1937,2733100,3630700,11,Active,True
534,PRD000534,Mattel Thomas & Friends,25,77,box,,,,2017,1257800,1758100,11,Active,True
535,PRD000535,IKEA MALM Bed Purple,5,20,pcs,Purple,Large,,52189,1603200,2144100,11,Active,True
536,PRD000536,Casio PX-S1100,22,70,pcs,,,,3151,6597000,8478200,11,Active,True
537,PRD000537,Royal Canin Mini Adult,19,61,kg,,,,2077,438600,533000,11,Active,True
538,PRD000538,Informa Office Desk Silver,5,21,pcs,Silver,Small,,58750,3680900,4841100,11,Active,True
539,PRD000539,IKEA LACK Table Pink,5,20,pcs,Pink,Small,,45682,4155100,5383800,11,Active,True
540,PRD000540,Adidas Ultraboost Pink,11,40,pcs,Pink,XXL,,135,1016300,1572800,11,Active,True
541,PRD000541,Faber Castell 2B Pencil,17,55,pcs,,,,243,63700,85200,11,Active,True
542,PRD000542,Anker Soundcore R50i Black,23,71,pcs,Black,,,306,1555300,2455500,11,Active,True
543,PRD000543,Adidas Duramo Gold,14,48,pcs,Gold,XXL,,1197,2139000,2590000,11,Active,True
544,PRD000544,ASUS TUF A15 Red 256GB,2,9,pcs,Red,,256GB,3476,8702500,9812700,11,Active,True
545,PRD000545,Anker PowerCore 10000 Gray,23,71,pcs,Gray,,,237,941000,1479100,11,Active,True
546,PRD000546,Mayora Roma Biscuit,7,27,pack,,,,574,35600,42500,0,Active,True
547,PRD000547,Electrolux Front Load Washer,4,17,pcs,,,,13618,2708000,3371300,11,Active,True
548,PRD000548,Baseus USB-C Hub Blue,23,72,pcs,Blue,,,559,662600,1027800,11,Active,True
549,PRD000549,Entrasol Platinum,9,33,box,,,,226,336300,407400,11,Active,True
550,PRD000550,Bosch Brake Pad,18,57,pcs,,,,2522,1816700,2385900,11,Active,True
551,PRD000551,Zara Leather Jacket White,12,42,pcs,White,XL,,195,559100,876200,11,Active,True
552,PRD000552,Dell Inspiron 15 Red 64GB,2,6,pcs,Red,,64GB,2808,10079300,11181800,11,Active,True
553,PRD000553,Bosch Spark Plug,18,57,pcs,,,,4691,1359600,1823900,11,Active,True
554,PRD000554,LEGO Classic,25,76,pcs,,,,2125,895300,1310600,11,Active,True
